Codice;Nome pozzo;Anno;Scopo;Esito;Prof;Tipo titolo;Nome titolo ;Operatore;Provincia/ Zona;Terra/ Mare;Latitudine;Longitudine;Profilo;Disp;Pdf
7152;BARBARA F 059 DIR B;2011;S;GA;1492;M;A.C 7.AS;ENI;ZA;M;44°02'58,28'';13°49'02,17'';3855;No;No
7144;BARBARA F 063 DIR A;2011;S;GA;1282;M;A.C 7.AS;ENI;ZA;M;44°02'58,33'';13°49'02,01'';3846;No;No
7145;BARBARA F 067 DIR A;2011;S;GA;1460;M;A.C 7.AS;ENI;ZA;M;44°02'19,90'';13°48'39,54'';3847;No;No
7192;BARBARA NORD OVEST 005 DIR A;2011;S;GA;1203;M;A.C 7.AS;ENI;ZA;M;44°06'02,04'';13°38'52,06'';3864;Sì;No
7193;BARBARA NORD OVEST 006 DIR A;2011;S;GA;1772;M;A.C 7.AS;ENI;ZA;M;44°06'29,42'';13°39'22,61'';3863;Sì;No
7194;BARBARA NORD OVEST 007 DIR B;2011;S;GA;1772;M;A.C 7.AS;ENI;ZA;M;44°06'23,98'';13°39'17,32'';3862;Sì;No
7127;BARBARA NORD OVEST 008 DIR A;2011;S;GA;1520;M;A.C 7.AS;ENI;ZA;M;44°06'29,54'';13°38'56,27'';3852;No;No
7196;CALPURNIA 004 DIR A;2011;S;GA;1200;M;B.C 22.AG;ENI;ZB;M;43°53'56,08'';14°09'14,80'';3844;No;No
7143;CALPURNIA 005 DIR A;2011;S;GA;1168;M;B.C 22.AG;ENI;ZB;M;43°53'56,00'';14°09'14,70'';3845;No;No
7479;CLARA NORD 004 DIR A;2011;S;GA;1576;M;B.C 13.AS;ENI;ZB;M;43°55'53,61'';13°58'49,62'';3871;Sì;No
7198;CLARA NORD 004 DIR A;2011;S;GA;1576;M;B.C 13.AS;ENI;ZB;M;43°55'53,62'';13°58'49,62'';0;No;No
7476;CLARA NORD 006 DIR A;2011;S;GA;1582;M;B.C 13.AS;ENI;ZB;M;43°56'07,28'';13°59'08,65'';3880;Sì;No
7477;CLARA NORD 008 DIR A;2011;S;GA;1577;M;B.C 13.AS;ENI;ZB;M;43°55'57,26'';13°58'47,37'';3877;No;No
7201;COTIGNOLA B 001;2011;ST;NP;1106;S;SAN POTITO E COTIGNOLA STOCCAGGIO;EDISON STOCCAGGIO;RA;T;44°21'39,41'';00°28'57,15'' W;0;No;No
7202;COTIGNOLA B 001 DIR;2011;ST;GA;1160;S;SAN POTITO E COTIGNOLA STOCCAGGIO;EDISON STOCCAGGIO;RA;T;44°21'39,41'';00°28'57,15'' W;0;No;No
7203;COTIGNOLA B 003 DIR;2011;ST;NP;1273;S;SAN POTITO E COTIGNOLA STOCCAGGIO;EDISON STOCCAGGIO;RA;T;44°21'39,44'';00°28'57,26'' W;0;No;No
7204;COTIGNOLA C 007 DIR;2011;ST;GA;1327;S;SAN POTITO E COTIGNOLA STOCCAGGIO;EDISON STOCCAGGIO;RA;T;44°22'13,61'';00°31'58,30'' W;0;No;No
7136;DARIA 007 DIR B;2011;S;GA;2055;M;A.C 13.AS;ENI;ZA;M;44°04'00,90'';13°14'57,58'';3828;No;No
7140;DARIA 010 DIR B;2011;S;GA;2857;M;A.C 13.AS;ENI;ZA;M;44°04'00,91'';13°14'57,45'';3841;No;No
7129;DARIA 011 DIR A;2011;S;GA;2993;M;A.C 13.AS;ENI;ZA;M;44°04'00,97'';13°14'57,41'';3831;No;No
7146;DARIA 014 DIR A;2011;S;GA;1948;M;A.C 13.AS;ENI;ZA;M;44°04'01,02'';13°14'57,36'';3850;No;No
7209;GAGGIOLA 205;2011;S;NP;153;M;GAGGIOLA;LAZZI GAS;BO;T;44°11'34,00'';01°26'31,00'' W;0;No;No
7216;GUENDALINA 002 DIR;2011;S;GA;3226;M;A.C 35.AG;ENI;ZA;M;44°33'48,05'';12°52'31,61'';3858;Sì;No
7217;GUENDALINA 003;2011;S;GA;3164;M;A.C 35.AG;ENI;ZA;M;44°33'57,03'';12°52'54,32'';3859;Sì;No
7210;MONTE ALPI NORD 001 OR-B;2011;S;OL;4941;M;VAL D'AGRI;ENI;PZ;T;40°20'07,40'';03°28'51,10'' E;0;No;No
7115;MONTE ENOC 010 OR B FORO 1- 2-3;2011;P;OL;3684;M;VAL D'AGRI;ENI;PZ;T;40°22'58,89'';03°25'28,89'' E;0;No;No
7211;MONTE ENOC 010 OR-B;2011;S;OL;5952;M;VAL D'AGRI;ENI;PZ;T;40°22'51,83'';03°25'28,89'' E;0;No;No
7151;MUZZA 005 DIR;2011;S;GA;1800;M;RECOVATO;GAS PLUS ITALIANA;MO;T;44°37'23,38'';01°22'58,77'' E;3854;No;No
7213;SAN POTITO A 001 DIR;2011;ST;GA;2159;S;SAN POTITO E COTIGNOLA STOCCAGGIO;EDISON STOCCAGGIO;RA;T;44°25'10,19'';00°30'19,86'' W;0;No;No
7214;VITALBA 001 DIR A;2011;S;GA;1730;M;CASCINA CASTELLO;NORTHSUN ITALIA;CR;T;45°27'12,89'';02°56'07,69'' W;0;No;No
7215;VOLTURINO 001 OR B;2011;S;OL;3826;M;VAL D'AGRI;ENI;PZ;T;40°23'19,43'';03°24'56,10'' E;0;No;No
7088;ANNAMARIA B 007 DIR;2010;S;GA;1830;M;A.C 11.AG;ENI;ZA;M;44°19'18,70'';13°24'26,77'';3804;No;No
7109;ANNAMARIA B 010 DIR;2010;S;GA;1804;M;A.C 11.AG;ENI;ZA;M;44°19'18,70'';13°24'27,06'';3795;No;No
7105;ANNAMARIA B 011;2010;M;X;1804;M;A.C 11.AG;ENI;ZA;M;44°19'18,70'';13°24'26,91'';3796;No;No
7110;ANNAMARIA B 015 DIR;2010;S;GA;1812;M;A.C 11.AG;ENI;ZA;M;44°19'18,60'';13°24'26,90'';3799;No;No
7125;BARBARA 056 DIR C;2010;S;GA;1499;M;A.C 7.AS;ENI;ZA;M;44°02'58,43'';13°49'02,23'';3825;No;No
7126;BARBARA 059 DIR B;2010;S;X;2090;M;A.C 7.AS;ENI;ZA;M;44°02'58,28'';13°49'02,17'';0;No;No
7078;BARBARA 060 DIR A;2010;S;GA;1475;M;A.C 7.AS;ENI;ZA;M;44°02'58,23'';13°49'02,11'';3801;No;No
7111;BARBARA 067 DIR A;2010;S;GA;2070;M;A.C 7.AS;ENI;ZA;M;44°02'58,44'';13°49'02,09'';0;No;No
7092;BARBARA 070 DIR A;2010;S;GA;1285;M;A.C 7.AS;ENI;ZA;M;44°02'58,29'';13°49'01,87'';3827;No;No
7093;BARBARA 080 DIR B;2010;S;GA;1296;M;A.C 7.AS;ENI;ZA;M;44°03'47,58'';13°47'29,97'';3788;No;No
7104;BARBARA 083 DIR B;2010;S;GA;1292;M;A.C 7.AS;ENI;ZA;M;44°03'47,74'';13°47'29,90'';3792;No;No
7116;BARBARA F 061 DIR A;2010;S;GA;2028;M;A.C 7.AS;ENI;ZA;M;44°02'58,18'';13°49'02,04'';3853;No;No
7123;BARBARA NORD OVEST 009 DIR;2010;S;GA;1553;M;A.C 7.AS;ENI;ZA;M;44°06'29,00'';13°38'56,43'';3848;No;No
7124;BARBARA NORD OVEST 010 DIR;2010;S;GA;1544;M;A.C 7.AS;ENI;ZA;M;44°06'29,63'';13°38'56,43'';3849;No;No
7118;BONACCIA EST 002 DIR;2010;S;GA;1131;M;B.C 17.TO;ENI;ZB;M;43°34'43,22'';14°26'15,29'';3793;No;No
7103;BONACCIA EST 003 DIR;2010;S;GA;1428;M;B.C 17.TO;ENI;ZA;M;43°34'43,01'';14°26'15,30'';3791;No;No
7119;CAMMARANA 001;2010;E;NP;2801;R;TRESAURO;ENIMED;RG;T;36°52'27,46'';02°08'23,60'' E;0;No;No
7107;CAPPARUCCIA 002 DIR A;2010;S;NP;2833;M;CAPPARUCCIA;ADRIATICA IDROCARBURI;AP;T;43°07'23,90'';13°39'12,89'' E;0;No;No
7114;CUPELLO 035 DIR;2010;T;GA;1254;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°01'50,14'';02°13'50,33'' E;3839;No;No
7112;FIUME BRUNA 002;2010;E;NP;360;R;FIUME BRUNA;INDEPENDENT ENERGY SOLUTIONS;GR;T;42°56'54,30'';01°24'20,02'' W;0;No;No
7085;MASSERIA MORANO 001 DIR;2010;E;GA;848;M;POLICORO;GAS PLUS ITALIANA;MT;T;40°11'57,29'';04°09'43,20'' E;3784;No;No
7117;MINERBIO 085 DIR;2010;T;GA;1649;S;MINERBIO STOCCAGGIO;STOGIT;BO;T;44°37'13,77'';00°57'12,86'' W;3832;No;No
7138;MONTE ALPI 001 OR B FORO 1-2;2010;S;OL;3186;M;VAL D'AGRI;ENI;PZ;T;40°20'07,33'';03°28'51,09'' E;3835;No;No
7086;MONTE ALPI NORD 001 OR B FORO 1 e 2;2010;P;X;3188;M;VAL D'AGRI;ENI;PZ;T;40°20'07,40'';03°28'51,10'' E;0;No;No
7121;MONTESTILLO 022 DIR A;2010;S;GA;2064;M;TERTIVERI;ENI;FG;T;41°30'08,00'';02°46'44,50'' E;3851;No;No
7134;PORTO CORSINI MARE EST 065 DIR A;2010;P;GA;3125;M;PORTO CORSINI MARE;ENI;ZA;M;44°23'26,53'';12°33'37,48'';3810;No;No
7135;PORTO CORSINI MARE EST 068 DIR A;2010;P;GA;3074;M;PORTO CORSINI MARE;ENI;ZA;M;44°23'26,37'';12°33'37,48'';3824;No;No
7061;S.SALVO 091 OR FORO 3;2010;T;GA;1135;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'32,35'';02°16'39,13'' E;3840;No;No
7037;S.SALVO 093 OR;2010;T;GA;1143;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'41,82'';02°16'25,80'' E;3833;No;No
7108;S.SALVO 094 OR;2010;T;GA;1130;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'41,77'';02°16'26,00'' E;3843;No;No
7122;SABBIONCELLO 051 OR;2010;T;GA;1135;S;SABBIONCELLO STOCCAGGIO;STOGIT;FE;T;44°48'11,20'';00°33'21,94'' W;3812;No;No
7099;TRECATE 005 DIR A;2010;P;NP;5807;M;VILLAFORTUNA-TRECATE;ENI;NO;T;45°28'11,50'';03°41'25,00'' W;3785;No;No
7045;ANNALISA 003 DIR B;2009;S;GA;2855;M;A.C 32.AG;ENI;ZA;M;44°10'13,26'';13°06'49,42'';3787;No;No
7065;ANNALISA 005 DIR A;2009;S;GA;2593;M;A.C 32.AG;ENI;ZA;M;44°10'13,26'';13°06'49,42'';0;No;No
7051;ANNALISA 006 DIR;2009;S;GA;3072;M;A.C 32.AG;ENI;ZA;M;44°10'13,18'';13°06'49,50'';0;No;No
7087;ANNAMARIA B 006 DIR;2009;S;GA;1356;M;A.C 11.AG;ENI;ZA;M;44°19'18,75'';13°24'26,70'';3800;No;No
7131;ANNAMARIA B 008 DIR;2009;S;GA;1530;M;A.C 11.AG;ENI;ZA;M;44°19'18,75'';13°24'26,84'';3794;No;No
7130;ANNAMARIA B 009 DIR;2009;S;GA;1802;M;A.C 11.AG;ENI;ZA;M;44°19'18,76'';13°24'26,99'';3798;No;No
7019;ANTARES 011 DIR B;2009;S;GA;2417;M;A.C 30.EA;ENI;ZA;M;44°23'21,90'';12°27'13,20'';3763;No;No
7090;AZALEA 015 DIR A;2009;S;GA;2598;M;A.C 8.ME;ENI;ZA;M;44°09'59,93'';12°43'12,22'';3786;No;No
7046;BARBARA 065 DIR A;2009;S;GA;1301;M;A.C 7.AS;ENI;ZA;M;44°02'58,38'';13°49'02,16'';3826;No;No
7100;BARBARA 081 DIR A;2009;S;GA;1490;M;A.C 7.AS;ENI;ZA;M;44°03'47,64'';13°47'29,90'';3789;No;No
7101;BARBARA 082 DIR A;2009;S;GA;1489;M;A.C 7.AS;ENI;ZA;M;44°03'47,70'';13°47'29,83'';3790;No;No
7040;BARBARA F 058 DIR B;2009;S;GA;1296;M;A.C 7.AS;ENI;ZA;M;44°02'58,33'';13°49'02,24'';3802;No;No
7035;BARBARA F 062 DIR A;2009;S;GA;1476;M;A.C 7.AS;ENI;ZA;M;44°02'58,23'';13°49'01,96'';3803;No;No
7055;BARBARA G 079 DIR B;2009;S;GA;1481;M;A.C 7.AS;ENI;ZA;M;44°03'47,68'';13°47'29,97'';3797;No;No
7038;BARIGAZZO 007;2009;S;GA;494;M;BARIGAZZO;SIAM;MO;T;44°16'12,00'';01°47'49,00'' W;0;No;No
7133;BEZZECCA 001;2009;E;GA;2006;R;CASCINA S. PIETRO;NORTHSUN ITALIA;LO;T;45°24'56,60'';02°59'07,20'' W;0;No;No
7077;CELLINO 025 STO;2009;T;X;1025;S;CELLINO STOCCAGGIO;EDISON STOCCAGGIO;TE;T;42°35'53,72'';01°25'04,57'' E;0;No;No
7049;CERRO FALCONE 002 X OR C;2009;S;OL;3889;M;VAL D'AGRI;ENI;PZ;T;40°26'11,80'';03°20'48,90'' E;3446;No;No
6989;CERRO FALCONE 004 OR;2009;S;OL;3900;M;VAL D'AGRI;ENI;PZ;T;40°28'15,93'';03°19'54,10'' E;3836;No;No
7139;CERRO FALCONE 004 OR A;2009;S;OL;3851;M;VAL D'AGRI;ENI;PZ;T;40°28'15,93'';03°19'54,10'' E;3836;No;No
7083;CERVIA B 022 DIR A 1°/ 3° FORO;2009;S;GA;3249;M;CERVIA MARE;ENI;ZA;M;44°17'17,42'';12°38'44,30'';3777;No;No
7018;CERVIA B 024 DIR A;2009;S;GA;1551;M;CERVIA MARE;ENI;ZA;M;44°17'17,50'';12°38'44,50'';3761;No;No
7098;CERVIA MARE 024 DIR A;2009;S;GA;1815;M;CERVIA MARE;AGIP;ZA;M;44°17'17,42'';12°38'44,30'';0;No;No
7064;CUPELLO 031 DIR;2009;T;GA;1406;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'24,96'';02°12'39,19'' E;3813;No;No
7070;CUPELLO 032 DIR;2009;T;IS;1482;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'24,88'';02°12'39,30'' E;3821;No;No
7062;CUPELLO 032 DIR A;2009;T;GA;1443;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'24,88'';02°12'39,30'' E;3821;No;No
7063;CUPELLO 033 DIR;2009;T;GA;1447;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'24,81'';02°12'39,42'' E;3822;No;No
7068;CUPELLO 034 DIR;2009;T;GA;1245;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°01'50,18'';02°13'50,48'' E;3814;No;No
7041;FIUME BRUNA 001;2009;E;NP;913;R;FIUME BRUNA;INDEPENDENT ENERGY SOLUTIONS;GR;T;42°55'44,90'';01°22'29,80'' W;0;No;No
7047;FURCI 010 OR;2009;T;GA;1182;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°04'29,77'';02°09'17,33'' E;3815;No;No
7048;FURCI 011 OR;2009;T;GA;1198;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°04'29,84'';02°09'17,53'' E;3816;No;No
7044;FURCI 012 0R;2009;T;GA;1179;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°03'14,35'';02°10'44,74'' E;3817;No;No
7052;FURCI 013 OR;2009;T;GA;1170;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°03'14,19'';02°10'44,75'' E;3783;No;No
7053;FURCI 014 OR SECONDO FORO;2009;T;GA;1298;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°03'58,17'';02°09'44,38'' E;3805;No;No
7054;FURCI 015 OR;2009;T;GA;1277;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°03'58,16'';02°09'44,16'' E;3806;No;No
7057;FURCI 016 OR - 016 OR A;2009;T;GA;1418;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'51,15'';02°11'55,74'' E;3830;No;No
7058;FURCI 017 OR;2009;T;GA;1420;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°02'51,02'';02°11'55,59'' E;3807;No;No
7067;GAGGIOLA 203;2009;S;GA;436;M;GAGGIOLA;LAZZI GAS;BO;T;44°12'14,00'';01°26'45,00'' W;0;No;No
7043;GAZZATA 001;2009;E;NP;1764;R;BASTIGLIA;ASCENT RESOURSES ITALIA;RE;T;44°42'15,31'';01°41'38,41'' W;0;Sì;No
7091;GIOVANNA 013 DIR A;2009;S;GA;;M;B.C 10.AS;AGIP;ZB;M;42°46'02,33'';14°27'50,62'';0;No;No
7076;LUNA 008 BIS DIR/DIR A;2009;S;GA;2260;M;D.C 1.AG;AGIP;ZD;M;39°06'59,00'';17°10'54,09'';0;No;No
7075;METAPONTO 001 DIR A;2009;P;X;1458;M;IL SALICE;GAS PLUS ITALIANA;MT;T;40°20'59,78'';04°15'03,50'' E;3779;No;No
7050;MONTE ENOC 003 OR A FORO 1-2;2009;S;OL;3404;M;VAL D'AGRI;ENI;PZ;T;40°20'07,52'';03°28'51,15'' E;3413;No;No
7039;OPPIO 001;2009;E;NP;2950;R;MASSA LOMBARDA;FOREST - CMI;RA;T;44°28'23,19'';00°38'04,54'' W;0;Sì;No
7074;S.SALVO 080 OR;2009;T;GA;1141;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°00'18,64'';02°15'33,26'' E;3808;No;No
7013;S.SALVO 087 OR A;2009;T;GA;1157;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'48,21'';02°15'58,70'' E;3809;No;No
7069;S.SALVO 088 DIR A;2009;T;GA;1190;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'48,33'';02°15'58,56'' E;3823;No;No
7059;S.SALVO 089 DIR;2009;T;GA;1223;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'32,35'';02°16'39,56'' E;3842;No;No
7060;S.SALVO 090 OR;2009;T;X;1507;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'32,35'';02°16'39,35'' E;0;No;No
7137;S.SALVO 092 DIR;2009;T;NP;1226;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'41,88'';02°16'25,59'' E;3829;No;No
7036;S.SALVO 092 DIR A FORO 2;2009;T;GA;1205;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'41,88'';02°16'25,59'' E;3829;No;No
7132;SAVIO 001;2009;E;NP;3720;R;SAVIO;NORTHERN PETROLEUM LIMITED;RA;T;44°18'23,00'';12°08'24,67'' E;3935;Sì;No
7042;SILLARO 002 DIR;2009;S;GA;2359;M;SILLARO;NORTHSUN ITALIA;BO;T;44°29'34,61'';00°45'19,41'' W;0;No;No
7080;VILLAFORTUNA 001 BIS DIR A;2009;S;OL;6097;M;VILLAFORTUNA-TRECATE;ENI;NO;T;45°29'03,52'';03°43'03,66'' W;3774;No;No
7034;ANTARES 005 DIR A;2008;S;GA;2318;M;A.C 30.EA;ENI;ZA;M;44°23'21,91'';12°27'13,29'';3755;No;No
7023;ANTARES 006 DIR A;2008;E;GA;2412;M;A.C 30.EA;ENI;ZA;M;44°23'21,09'';12°27'13,02'';3760;No;No
7020;ANTARES 010 DIR B;2008;S;GA;2389;M;A.C 30.EA;ENI;ZA;M;44°23'21,90'';12°27'13,40'';3762;No;No
6984;ARGO 002;2008;E;GA;1835;R;G.R 13.AG;ENI;ZG;M;36°55'33,81'';13°48'19,58'';3838;No;No
6985;BARCO 001 DIR;2008;E;NP;1804;R;ZURLENGO;ENI;BS;T;45°24'08,94'';02°32'47,30'' W;3757;Sì;Sì
7030;CALEPPIO 001 DIR A;2008;T;GA;1843;S;SETTALA STOCCAGGIO;STOGIT;MI;T;45°26'05,30'';03°04'43,99'' W;3770;No;No
6987;CASCINA CARDANA 001 DIR A;2008;S;OL;6113;M;VILLAFORTUNA-TRECATE;ENI;NO;T;45°27'18,10'';03°43'15,20'' W;3756;No;No
6988;CASSIOPEA 001 DIR;2008;E;GA;2123;R;G.R 14.AG;ENI;ZG;M;36°56'11,91'';13°43'57,43'';3837;No;No
7081;CERVIA B 020 DIR A;2008;S;GA;2229;M;CERVIA MARE;ENI;ZA;M;44°17'17,36'';12°38'44,38'';3775;No;No
7082;CERVIA B 021 DIR A;2008;S;GA;3252;M;CERVIA MARE;ENI;ZA;M;44°17'17,41'';12°38'44,44'';3776;No;No
7095;CERVIA MARE 019 DIR A;2008;S;GA;2162;M;CERVIA MARE;AGIP;ZA;M;44°17'17,42'';12°38'44,30'';3782;No;No
7097;CERVIA MARE 020 DIR A;2008;S;GA;3627;M;CERVIA MARE;AGIP;ZA;M;44°17'17,42'';12°38'44,30'';0;No;No
7084;CGRA 1;2008;M;NP;320;X;Non disponibile;ENI;RN;T;44°09'05,05'';00°02'31,00'' W;3778;No;No
6990;CORTEMAGGIORE 156 OR;2008;T;GA;1537;S;CORTEMAGGIORE STOCCAGGIO;STOGIT;PC;T;44°59'46,27'';02°28'34,73'' W;3811;No;No
6991;CUPELLO 029 DIR;2008;T;GA;1238;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°01'23,94'';02°13'31,93'' E;3856;No;No
6992;CUPELLO 030 DIR;2008;T;GA;1238;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°01'24,01'';02°13'31,73'' E;3768;No;No
6993;EMMA OVEST 007 DIR A;2008;S;GA;1888;M;B.C 10.AS;ENI;ZB;M;42°48'28,13'';14°22'45,60'';3745;No;No
6994;EMMA OVEST 009 DIR A;2008;S;GA;1895;M;B.C 10.AS;ENI;ZB;M;42°48'28,20'';14°22'36,00'';3739;No;No
6995;EUREKA 001 DIR;2008;E;NP;2090;X;FIUME TELLARO;PANTHER EUREKA SRL;RG;T;37°00'40,05'';02°15'55,48'' E;0;No;No
6996;FRATELLO NORD 001 DIR A;2008;S;GA;2132;M;B.C 5.AS;ENI;ZB;M;42°38'53,67'';14°10'12,68'';3758;No;No
6997;GELA 039 DIR A;2008;S;NP;3700;R;GELA;ENIMED;CL;T;37°03'22,00'';01°50'05,00'' E;0;No;No
6998;GIOVANNA 007 DIR A;2008;S;NP;1671;M;B.C 10.AS;ENI;ZB;M;42°46'02,46'';14°27'50,68'';3766;No;No
6999;HERA LACINIA 014 DIR A;2008;S;GA;1793;M;D.C 4.AG;ENI;ZD;M;39°03'31,49'';17°09'54,20'';3741;No;No
7000;MARCIANO 001 DIR ST;2008;S;GA;1563;M;FONTE SAN DAMIANO;CONSUL SERVICE;MT;T;40°29'17,29'';04°00'49,15'' E;0;No;No
7001;MASSERIA DE PALMA 001 DIR;2008;E;NP;1554;M;LUCERA;GAS PLUS ITALIANA;FG;T;41°29'38,92'';02°52'38,95'' E;3765;No;No
7002;MONTE ALPI 009 OR A;2008;P;OL;4164;M;VAL D'AGRI;ENI;PZ;T;40°18'02,43'';03°26'13,96'' E;0;No;No
7003;MONTE DELLA CRESCIA 001 DIR;2008;E;GA;951;M;SETTEFINESTRE;GAS PLUS ITALIANA;AN;T;43°30'53,60'';00°59'21,30'' E;3754;No;No
7005;OMBRINA MARE 002 DIR;2008;E;OL;2144;R;B.R269.GC;MEDOILGAS ITALIA;ZB;M;42°19'21,90'';14°32'00,83'';0;No;No
7006;RIPALTA 062 OR;2008;T;GA;1547;S;RIPALTA STOCCAGGIO;STOGIT;CR;T;45°19'00,81'';02°45'36,17'' W;3780;No;No
7029;S.SALVO 082 OR;2008;T;GA;1141;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'47,66'';02°17'26,20'' E;3769;No;No
7009;S.SALVO 083 DIR;2008;T;GA;1077;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'47,81'';02°15'59,13'' E;3818;No;No
7010;S.SALVO 085 DIR;2008;T;GA;1171;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°01'02,75'';02°12'51,40'' E;3819;No;No
7011;S.SALVO 086 DIR;2008;T;GA;1177;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;42°00'29,05'';02°14'32,00'' E;3820;No;No
7012;S.SALVO 087 OR;2008;T;NP;1156;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'48,21'';02°15'58,70'' E;3809;No;No
7014;S.SALVO 088 DIR;2008;T;NP;1209;S;FIUME TRESTE STOCCAGGIO;STOGIT;CH;T;41°59'48,33'';02°15'58,56'' E;3823;No;No
7027;S.SALVO 095 DIR;2008;T;GA;1153;S;FIUME TRESTE STOCCAGGIO;STOGIT;CB;T;41°59'47,50'';02°17'25,60'' E;3767;No;No
7007;S.STEFANO MARE 004 ST;2008;S;GA;1697;M;B.C 1.LF;EDISON;ZB;M;42°12'24,40'';14°40'31,50'';0;No;No
7033;SERGNANO 044 OR;2008;T;GA;1356;S;SERGNANO STOCCAGGIO;STOGIT;CR;T;45°25'11,08'';02°44'42,80'' W;3773;No;No
13;ACCETTURA 005 DIR ST;2007;S;GA;2172;M;GARAGUSO;EDISON;MT;T;40°32'27,90'';03°48'18,00'' E;3748;No;No
224;ANAGNI 001;2007;E;NP;1355;R;FROSINONE;PENTEX ITALIA;FR;T;41°43'06,37'';00°39'25,61'' E;0;No;No
403;ARNICA 002 DIR;2007;S;GA;2867;M;A.C 34.AG;ENI;ZA;M;44°30'03,20'';13°01'08,30'';3750;No;No
404;ARRONE 001;2007;E;NP;890;R;FIUME ARRONE;ASCENT RESOURSES ITALIA;RM;T;41°55'02,50'';00°13'53,70'' W;3737;No;No
7072;BARBARA 004 DIR A;2007;S;GA;1293;M;A.C 7.AS;ENI;ZA;M;44°02'47,60'';13°48'13,10'';3732;No;No
496;BARBARA 006 DIR A;2007;P;GA;1293;M;A.C 7.AS;ENI;ZA;M;44°02'47,70'';13°48'13,00'';3722;No;No
498;BARBARA 007 DIR A;2007;S;GA;1308;M;A.C 7.AS;ENI;ZA;M;44°02'47,60'';13°48'13,10'';3723;No;No
500;BARBARA 008 DIR A;2007;S;GA;1399;M;A.C 7.AS;ENI;ZA;M;44°02'47,60'';13°48'13,00'';3725;No;No
7017;BONACCIA 011 DIR A;2007;S;GA;1113;M;B.C 17.TO;ENI;ZB;M;43°35'30,80'';14°21'34,90'';3324;No;No
840;BONACCIA 012 DIR;2007;S;GA;1068;M;B.C 17.TO;ENI;ZB;M;43°35'30,70'';14°21'35,00'';3324;No;No
6982;BORGO GIULIANO 001;2007;E;NP;3891;M;S. TEODORO;SARCIS;EN;T;37°49'55,77'';02°17'48,00'' E;0;No;No
7073;CERVIA 040 DIR A;2007;S;GA;3250;M;A.C 4.AS;ENI;ZA;M;44°18'18,57'';12°37'38,90'';3733;No;No
7096;CERVIA MARE 021 DIR A;2007;S;GA;3254;M;CERVIA MARE;AGIP;ZA;M;44°17'17,42'';12°38'44,30'';0;No;No
1854;COLLE SCIARRA 001 DIR 3° F;2007;E;GA;1778;R;MUTIGNANO;ENI;TE;T;42°35'05,02'';01°33'31,60'' E;3759;No;No
1915;CONEGLIANO 015 DIR;2007;T;GA;1529;S;COLLALTO STOCCAGGIO;EDISON STOCCAGGIO;TV;T;45°51'24,40'';00°15'05,94'' E;0;No;No
2276;CUPOLONI 002 DIR A;2007;S;NP;1381;M;SCANZANO;INTERGAS PIU';MT;T;40°18'10,52'';04°16'49,01'' E;0;No;No
2466;EMMA OVEST 003 DIR A;2007;S;GA;1895;M;B.C 10.AS;ENI;ZB;M;42°48'28,26'';14°22'45,45'';3747;No;No
2467;EMMA OVEST 004 DIR A;2007;S;GA;1845;M;B.C 10.AS;ENI;ZB;M;42°48'28,28'';14°22'45,53'';3746;No;No
2468;EMMA OVEST 008 DIR A;2007;S;GA;1611;M;B.C 10.AS;ENI;ZB;M;42°48'28,11'';14°22'45,53'';0;No;No
